City,Country_code,Lat,Lng,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Preassure,Sea Level (ft)
kayankulam,in,9.092324730432935,9.092324730432935,89.06,62.0,34.0,6.67,1012.0,1012.0
yazoo city,us,33.035220849911866,33.035220849911866,72.79,100.0,90.0,6.91,1014.0,
dwarka,in,20.568056561169897,20.568056561169897,85.87,60.0,0.0,13.51,1012.0,1012.0
viana,br,-20.436619975104946,-20.436619975104946,75.27,83.0,75.0,14.97,1014.0,
chiredzi,zw,-21.157475017010697,-21.157475017010697,73.89,43.0,0.0,2.66,1015.0,1015.0
cartagena,co,11.40340204788015,11.40340204788015,80.6,83.0,40.0,12.66,1010.0,
konya,tr,37.90720784580181,37.90720784580181,60.8,48.0,0.0,3.44,1018.0,
dixon,us,42.00918711436924,42.00918711436924,57.6,38.0,1.0,4.14,1019.0,
anton lizardo,mx,19.804494991131392,19.804494991131392,78.01,63.0,0.0,5.23,1008.0,
baihar,in,21.93172169623155,21.93172169623155,104.27,7.0,3.0,2.93,1010.0,1010.0
niederkassel,de,50.89135299611149,50.89135299611149,46.42,61.0,0.0,3.44,1005.0,
japura,br,-0.5441834591253638,-0.5441834591253638,89.85,62.0,100.0,3.89,1010.0,1010.0
kirillov,ru,60.496331504399336,60.496331504399336,35.6,93.0,90.0,6.71,1007.0,
lander,us,43.05146831338416,43.05146831338416,39.72,81.0,1.0,3.49,1019.0,
saint-lo,fr,49.29777171979853,49.29777171979853,41.56,100.0,90.0,3.44,1004.0,
antofagasta,cl,-24.135731316153894,-24.135731316153894,59.0,67.0,0.0,5.75,1015.0,
oranjemund,na,-30.422663895756187,-30.422663895756187,58.08,95.0,45.0,2.93,1013.0,1013.0
puerto cabezas,ni,14.118606104244137,14.118606104244137,76.44,81.0,93.0,5.28,1013.0,1013.0
namsos,no,64.46903736065349,64.46903736065349,33.8,93.0,75.0,3.44,1016.0,
danville,us,36.79596894142817,36.79596894142817,63.88,63.0,1.0,3.44,1018.0,
yuzhno-kurilsk,ru,43.155749795700245,43.155749795700245,42.85,70.0,92.0,7.05,1017.0,1017.0
talagang,pk,32.9215092303299,32.9215092303299,94.06,16.0,73.0,7.76,1010.0,1010.0
fernley,us,39.92155904164733,39.92155904164733,42.53,42.0,1.0,3.44,1024.0,
lahij,ye,13.28545459154168,13.28545459154168,81.93,61.0,45.0,9.04,1013.0,1013.0
timmins,ca,48.46303166448641,48.46303166448641,35.6,75.0,75.0,3.44,1015.0,
zhicheng,cn,29.947169694234248,29.947169694234248,74.07,51.0,100.0,8.99,1020.0,1020.0
srednekolymsk,ru,71.79506481650105,71.79506481650105,32.27,99.0,50.0,3.98,1016.0,1016.0
kigorobya,ug,1.8469436115724278,1.8469436115724278,70.32,85.0,98.0,1.52,1012.0,1012.0
new haven,us,41.24750060196362,41.24750060196362,50.45,66.0,75.0,2.19,1013.0,
orem,us,40.36813382927835,40.36813382927835,45.37,76.0,75.0,4.79,1019.0,
sao joao da barra,br,-29.006722079332405,-29.006722079332405,70.77,94.0,75.0,10.87,1014.0,1014.0
finspang,se,58.85404952185641,58.85404952185641,38.61,75.0,0.0,3.11,1015.0,
kviteseid,no,58.978224528111724,58.978224528111724,35.58,64.0,0.0,2.3,1015.0,
luanda,ao,-9.784035038420868,-9.784035038420868,77.29,86.0,95.0,6.8,1009.0,1009.0
elat,il,29.63565711468776,29.63565711468776,73.4,38.0,0.0,18.41,1016.0,
ust-kulom,ru,62.18798703188395,62.18798703188395,39.65,87.0,100.0,3.24,1003.0,1003.0
horki,by,54.52379479210106,54.52379479210106,41.0,93.0,75.0,8.95,1017.0,
misratah,ly,33.07596953067943,33.07596953067943,79.7,32.0,72.0,13.58,1006.0,1006.0
jalna,in,19.702576737545897,19.702576737545897,96.8,36.0,32.0,3.44,1014.0,
madiun,id,-7.686296063277453,-7.686296063277453,88.03,57.0,17.0,3.24,1010.0,1010.0
ardakan,ir,32.59860468005462,32.59860468005462,80.6,24.0,20.0,4.61,1019.0,
sitangkai,ph,4.629230962430313,4.629230962430313,84.11,69.0,66.0,6.44,1010.0,1010.0
liverpool,ca,40.22405488536975,40.22405488536975,43.47,87.0,75.0,12.66,1010.0,
khasan,ru,39.85791688743956,39.85791688743956,55.06,55.0,75.0,14.2,1007.0,1007.0
mago,ru,53.14881966599185,53.14881966599185,45.28,81.0,97.0,8.16,1010.0,1010.0
mangai,cd,-3.0752123277006405,-3.0752123277006405,73.02,94.0,94.0,1.45,1010.0,1010.0
sandwick,gb,59.5331564373906,59.5331564373906,41.0,75.0,20.0,8.05,1017.0,
manaure,co,13.982290757154843,13.982290757154843,78.53,78.0,90.0,11.36,1010.0,1010.0
ritchie,za,-29.21649761866167,-29.21649761866167,53.6,54.0,0.0,2.3,1018.0,
tarauaca,br,-9.174615774201882,-9.174615774201882,68.23,97.0,74.0,2.21,1013.0,1013.0
gazojak,tm,40.882895981375526,40.882895981375526,91.35,9.0,2.0,3.31,1013.0,1013.0
sosenskiy,ru,53.78665549701776,53.78665549701776,37.4,81.0,75.0,6.71,1013.0,
ileza,ru,61.51207616458197,61.51207616458197,35.26,95.0,100.0,3.87,1005.0,1005.0
morondava,mg,-19.699711995228526,-19.699711995228526,79.77,72.0,0.0,5.82,1015.0,1015.0
deer lake,ca,49.279729120254615,49.279729120254615,39.11,81.0,90.0,8.05,1007.0,
ouadda,cf,7.487391857605417,7.487391857605417,78.22,54.0,93.0,3.74,1009.0,1009.0
carnoustie,gb,56.37512426862821,56.37512426862821,40.33,87.0,75.0,11.5,1016.0,
poshekhonye,ru,58.786600533822224,58.786600533822224,35.6,95.0,99.0,7.47,1008.0,1008.0
aktash,ru,49.22925906470584,49.22925906470584,39.7,83.0,100.0,4.88,1018.0,1018.0
carutapera,br,10.159024384115014,10.159024384115014,76.19,85.0,100.0,3.42,1009.0,1009.0
aquiraz,br,1.45631829980384,1.45631829980384,81.48,78.0,40.0,6.91,1009.0,
turbat,pk,26.708016691138766,26.708016691138766,93.74,27.0,47.0,5.08,1011.0,1011.0
tessalit,ml,24.085204969069622,24.085204969069622,85.62,13.0,7.0,4.94,1007.0,1007.0
knysna,za,-33.90678564232524,-33.90678564232524,57.2,94.0,20.0,3.04,1015.0,
san juan,ar,-31.21031836064717,-31.21031836064717,62.49,56.0,0.0,2.98,1016.0,1016.0
treinta y tres,uy,-33.3981414579789,-33.3981414579789,47.52,90.0,0.0,3.76,1020.0,1020.0
rafsanjan,ir,30.832712975014914,30.832712975014914,79.43,16.0,38.0,2.59,1013.0,1013.0
siva,ru,58.624681510105916,58.624681510105916,73.51,19.0,0.0,6.24,1016.0,1016.0
chicama,pe,-11.589124332748213,-11.589124332748213,66.18,88.0,96.0,4.92,1014.0,1014.0
mascali,it,37.793947894317,37.793947894317,63.99,86.0,85.0,3.8,1006.0,
el tigre,ve,8.523729248097055,8.523729248097055,76.6,68.0,86.0,10.51,1011.0,1011.0
niono,ml,14.426007398999317,14.426007398999317,85.28,39.0,8.0,8.3,1006.0,1006.0
karaton,kz,46.10318256417787,46.10318256417787,88.68,62.0,40.0,9.22,1011.0,
lensk,ru,61.365559310250035,61.365559310250035,32.43,60.0,91.0,3.91,1023.0,1023.0
abalak,ne,15.691977509307051,15.691977509307051,52.97,46.0,100.0,8.93,1008.0,1008.0
salym,ru,60.3015578648826,60.3015578648826,50.05,48.0,100.0,7.31,1006.0,1006.0
magadan,ru,58.470646728931115,58.470646728931115,31.3,82.0,12.0,1.63,1019.0,1019.0
bereda,so,12.420063401680679,12.420063401680679,48.29,96.0,100.0,5.01,1008.0,
gejiu,cn,23.424434026429637,23.424434026429637,68.38,59.0,88.0,5.64,1013.0,1013.0
bay roberts,ca,43.94082387613324,43.94082387613324,40.53,93.0,94.0,5.75,1010.0,
jinka,et,5.215059206994425,5.215059206994425,73.0,60.0,36.0,5.37,1013.0,1013.0
harper,lr,0.5310699650666635,0.5310699650666635,78.44,87.0,100.0,5.01,1009.0,1009.0
verkhnyaya inta,ru,64.95104137477156,64.95104137477156,29.79,91.0,100.0,5.68,1004.0,1004.0
tomiya,jp,38.33759605575736,38.33759605575736,63.45,67.0,75.0,8.05,1015.0,
chokwe,mz,-24.432280785526174,-24.432280785526174,74.32,53.0,0.0,4.0,1016.0,1016.0
arnhem,nl,52.08232739478848,52.08232739478848,43.7,56.0,90.0,9.22,1006.0,
tahara,jp,34.55856995450789,34.55856995450789,68.0,51.0,100.0,5.99,1019.0,
warwick,au,-28.660663414822068,-28.660663414822068,50.18,50.0,75.0,3.44,1014.0,
waitara,nz,-38.358284593923,-38.358284593923,48.99,68.0,23.0,7.0,1017.0,
shepsi,ru,42.954114725301054,42.954114725301054,56.82,76.0,100.0,1.63,1017.0,1017.0
cedar city,us,37.78890470083532,37.78890470083532,41.61,65.0,90.0,4.61,1018.0,
north battleford,ca,52.789659764132125,52.789659764132125,24.8,63.0,20.0,3.44,1019.0,
atasu,kz,49.687750226099524,49.687750226099524,77.23,21.0,49.0,15.57,1014.0,1014.0
la grande,us,45.27785760222628,45.27785760222628,43.95,71.0,77.0,3.47,1021.0,
radhanpur,in,23.55955168207265,23.55955168207265,98.06,24.0,66.0,6.78,1011.0,1011.0
krasne,ua,45.862175741084485,45.862175741084485,43.74,52.0,0.0,15.66,1015.0,
sharkan,ru,57.21212985393305,57.21212985393305,44.01,61.0,66.0,3.0,1005.0,
owerri,ng,5.226371144923959,5.226371144923959,71.6,94.0,75.0,9.22,1010.0,
aginskoye,ru,54.96355367489221,54.96355367489221,35.92,36.0,100.0,16.53,1006.0,1006.0
kayerkan,ru,68.99969497068506,68.99969497068506,34.11,83.0,100.0,18.21,1003.0,1003.0
georgiyevka,kz,42.93757106033377,42.93757106033377,82.4,23.0,0.0,4.47,1016.0,
havre-saint-pierre,ca,54.88106711074903,54.88106711074903,35.6,100.0,90.0,2.3,1006.0,
mlonggo,id,-5.562269096473514,-5.562269096473514,86.0,66.0,40.0,8.05,1010.0,
verkhnevilyuysk,ru,63.18192963335295,63.18192963335295,32.63,57.0,100.0,4.81,1022.0,1022.0
inhambane,mz,-29.802192422227485,-29.802192422227485,75.97,88.0,20.0,4.61,1016.0,
dehloran,ir,32.204863020169995,32.204863020169995,89.58,20.0,0.0,5.55,1012.0,1012.0
de aar,za,-31.404128155752367,-31.404128155752367,59.99,35.0,100.0,6.11,1016.0,1016.0
zaterechnyy,ru,45.355463813907505,45.355463813907505,62.67,46.0,42.0,8.77,1017.0,1017.0
vanderhoof,ca,53.37884484395431,53.37884484395431,39.88,89.0,100.0,2.75,1014.0,1014.0
salto,uy,-31.177946547863662,-31.177946547863662,51.01,100.0,0.0,3.44,1019.0,
zhanaozen,kz,44.021661747772924,44.021661747772924,72.88,37.0,82.0,6.67,1015.0,1015.0
jalu,ly,28.745718829072615,28.745718829072615,81.68,16.0,0.0,14.09,1015.0,1015.0
qaqortoq,gl,58.629228139878734,58.629228139878734,35.6,80.0,100.0,1.14,1032.0,
riom,fr,46.13829112967727,46.13829112967727,52.83,87.0,90.0,3.44,1004.0,
zhuhai,cn,21.574526771994968,21.574526771994968,78.01,83.0,40.0,5.75,1014.0,
bubaque,gw,6.542738928099624,6.542738928099624,78.08,60.0,100.0,6.89,1010.0,1010.0
provost,ca,52.66554066756129,52.66554066756129,30.2,55.0,100.0,8.05,1019.0,1019.0
dallas,us,44.93228112062752,44.93228112062752,72.23,83.0,90.0,10.36,1008.0,
letlhakane,bw,-22.069296769464557,-22.069296769464557,75.74,21.0,19.0,9.22,1016.0,1016.0
lusambo,cd,-5.3308530710086615,-5.3308530710086615,79.03,75.0,62.0,2.42,1011.0,1011.0
pimentel,pe,-11.088043514313995,-11.088043514313995,63.0,86.0,92.0,3.0,1014.0,
garoua,cm,9.566159494848932,9.566159494848932,86.79,43.0,100.0,4.7,1008.0,1008.0
vila nova de milfontes,pt,37.63689184443119,37.63689184443119,60.01,83.0,36.0,4.0,1007.0,
tieli,cn,46.16493351118052,46.16493351118052,49.84,41.0,94.0,11.63,1001.0,1001.0
salto de agua,mx,17.534434701702295,17.534434701702295,81.43,53.0,0.0,11.95,1009.0,1009.0
iracoubo,gf,6.247900758875787,6.247900758875787,76.32,87.0,99.0,5.97,1010.0,1010.0
limbe,ht,19.633384122668616,19.633384122668616,73.4,100.0,75.0,2.3,1009.0,
pitman,us,39.69860480812292,39.69860480812292,64.06,63.0,90.0,4.61,1012.0,
yorosso,ml,12.007657442990933,12.007657442990933,84.09,47.0,55.0,8.77,1007.0,1007.0
san carlos,bo,-17.197796960763327,-17.197796960763327,73.6,89.0,100.0,0.87,1010.0,1010.0
palaikastron,gr,34.626935293005374,34.626935293005374,74.28,46.0,51.0,5.5,1013.0,1013.0
lahat,id,-4.296095690224988,-4.296095690224988,91.96,46.0,100.0,3.74,1009.0,1009.0
porto walter,br,-9.577686255625196,-9.577686255625196,67.96,92.0,100.0,2.59,1013.0,1013.0
xixiang,cn,35.634475822368515,35.634475822368515,76.75,13.0,28.0,18.03,1015.0,1015.0
lakes entrance,au,-39.42734202041711,-39.42734202041711,60.01,73.0,9.0,5.01,1023.0,
juan lacaze,uy,-34.912605653481386,-34.912605653481386,51.01,86.0,0.0,6.69,1019.0,
panacan,ph,8.470790632419622,8.470790632419622,89.6,70.0,20.0,11.5,1011.0,
valkenswaard,nl,51.39512990601753,51.39512990601753,43.83,56.0,90.0,6.91,1005.0,
north vanlaiphai,in,23.01685367967444,23.01685367967444,90.81,18.0,8.0,6.67,1009.0,1009.0
sardulgarh,in,29.690484496798035,29.690484496798035,108.05,6.0,0.0,10.76,1007.0,1007.0
bata,gq,2.2085677285673597,2.2085677285673597,75.2,100.0,40.0,13.06,1008.0,
kualakapuas,id,-2.3346066779633077,-2.3346066779633077,91.4,58.0,40.0,8.05,1009.0,
beverley,gb,53.905533566212625,53.905533566212625,45.16,81.0,90.0,11.5,1010.0,
roma,au,-28.8568920619049,-28.8568920619049,52.88,71.0,75.0,4.61,1013.0,
rodrigues alves,br,-12.590051625800783,-12.590051625800783,67.86,95.0,98.0,2.37,1012.0,1012.0
kaka,tm,37.614567712658044,37.614567712658044,86.52,23.0,7.0,6.15,1013.0,1013.0
luena,ao,-11.42578637830512,-11.42578637830512,70.0,72.0,24.0,4.59,1014.0,1014.0
boda,cf,4.273348205254109,4.273348205254109,77.81,73.0,100.0,2.57,1011.0,1011.0
xam nua,la,19.520220550296415,19.520220550296415,76.78,78.0,78.0,2.33,1012.0,1012.0
qarqin,af,37.17409840751634,37.17409840751634,94.57,11.0,5.0,3.42,1011.0,1011.0
aksu,cn,39.57314945893427,39.57314945893427,77.97,11.0,0.0,5.88,1018.0,1018.0
brumadinho,br,-20.477540275329616,-20.477540275329616,64.4,94.0,0.0,2.59,1016.0,
dashitou,cn,43.53700331777492,43.53700331777492,50.94,32.0,79.0,17.16,1007.0,1007.0
aitape,pg,-0.08114037182507161,-0.08114037182507161,84.58,68.0,19.0,5.32,1009.0,1009.0
santa cruz,cr,8.526516336678839,8.526516336678839,66.2,72.0,75.0,6.91,1016.0,
libreville,ga,0.5266251102717519,0.5266251102717519,78.8,94.0,20.0,4.61,1008.0,
tokur,ru,54.14151364826182,54.14151364826182,33.13,95.0,100.0,5.79,1003.0,1003.0
floriano,br,-6.553056591868952,-6.553056591868952,77.43,77.0,99.0,2.95,1009.0,1009.0
robertsport,lr,4.836087855379716,4.836087855379716,76.8,84.0,100.0,4.56,1010.0,1010.0
santa rosa,ar,-37.290857114334116,-37.290857114334116,89.67,61.0,31.0,3.0,1008.0,
skibbereen,ie,50.71298726079223,50.71298726079223,42.8,81.0,75.0,13.8,1011.0,
chala,tz,-7.49002069686513,-7.49002069686513,64.4,72.0,20.0,11.5,1022.0,
winchester,us,39.21275673713296,39.21275673713296,44.44,76.0,75.0,11.5,1004.0,
otukpo,ng,6.556760054272161,6.556760054272161,80.15,76.0,87.0,6.55,1010.0,1010.0
arkhipo-osipovka,ru,44.29795958246268,44.29795958246268,58.23,70.0,96.0,1.59,1017.0,1017.0
ossora,ru,60.73422458373048,60.73422458373048,30.27,81.0,96.0,6.22,1018.0,1018.0
balclutha,nz,-46.04809043963147,-46.04809043963147,55.0,66.0,58.0,7.0,1013.0,
kontagora,ng,10.989964772434035,10.989964772434035,81.27,62.0,100.0,7.2,1009.0,1009.0
ranfurly,nz,-44.83840939620707,-44.83840939620707,42.01,79.0,53.0,2.39,1017.0,
mayskiy,ru,47.80496982646588,47.80496982646588,50.0,76.0,40.0,6.71,1017.0,
kungurtug,ru,51.19515465223469,51.19515465223469,40.78,83.0,100.0,3.87,1015.0,1015.0
diffa,ne,14.93312697195914,14.93312697195914,92.93,12.0,7.0,15.35,1007.0,1007.0
mnogovershinnyy,ru,53.50316495457639,53.50316495457639,39.63,87.0,100.0,4.68,1010.0,1010.0
vryburg,za,-27.30225489088604,-27.30225489088604,68.65,32.0,14.0,5.08,1016.0,1016.0
balakhta,ru,55.218929320619964,55.218929320619964,40.21,96.0,100.0,7.85,1012.0,1012.0
watford,ca,42.87340722752447,42.87340722752447,44.67,81.0,75.0,8.05,1005.0,
lahaina,us,17.412889818271452,17.412889818271452,70.34,83.0,40.0,4.61,1015.0,
anta,pe,-13.37045287452132,-13.37045287452132,106.66,4.0,5.0,8.08,1008.0,1008.0
praia,cv,13.252291876504273,13.252291876504273,69.8,73.0,75.0,10.36,1012.0,
tambacounda,sn,14.151862211564946,14.151862211564946,80.6,36.0,0.0,4.61,1007.0,
zabol,ir,31.113271555017604,31.113271555017604,76.5,17.0,51.0,7.61,1015.0,1015.0
christchurch,nz,-49.128414316273876,-49.128414316273876,48.45,71.0,42.0,4.61,1015.0,
tabory,ru,58.617107187643626,58.617107187643626,51.87,49.0,99.0,9.66,1007.0,1007.0
muroto,jp,31.114957142912246,31.114957142912246,62.6,100.0,75.0,9.22,1017.0,
rostovka,ru,54.91830893840711,54.91830893840711,57.24,51.0,71.0,11.25,1010.0,1010.0
acarau,br,4.274706064447486,4.274706064447486,75.6,88.0,75.0,8.79,1009.0,1009.0
teluk nibung,id,2.5688631009393106,2.5688631009393106,85.37,67.0,100.0,6.22,1009.0,1009.0
san lorenzo de el escorial,es,40.329969183643584,40.329969183643584,48.94,84.0,69.0,1.81,1006.0,
montlucon,fr,46.309000078858475,46.309000078858475,52.59,91.0,99.0,4.12,1002.0,
ketchikan,us,48.34329004399177,48.34329004399177,46.4,93.0,90.0,17.27,1011.0,
tapah,my,4.1874395344777895,4.1874395344777895,90.0,62.0,40.0,2.3,1010.0,
hope,ca,49.79846185024556,49.79846185024556,73.04,91.0,96.0,1.99,1007.0,
high prairie,ca,56.99910043473187,56.99910043473187,21.2,93.0,100.0,6.91,1022.0,1022.0
eston,ca,51.51771622391206,51.51771622391206,35.85,44.0,90.0,13.8,1015.0,
ust-shonosha,ru,61.745502810768926,61.745502810768926,35.89,93.0,100.0,4.18,1006.0,1006.0
lakatoro,vu,-15.632071631870843,-15.632071631870843,76.1,79.0,91.0,14.05,1011.0,1011.0
wanaka,nz,-42.987911025556095,-42.987911025556095,44.64,72.0,14.0,4.36,1018.0,1018.0
pizarro,co,2.301707202593576,2.301707202593576,74.93,96.0,100.0,10.8,1010.0,1010.0
say,ne,12.534493560945805,12.534493560945805,87.8,33.0,26.0,5.75,1006.0,
ugoofaaru,mv,5.697778188000115,5.697778188000115,83.93,73.0,95.0,6.53,1011.0,1011.0
ampanihy,mg,-25.79052002510133,-25.79052002510133,84.81,43.0,0.0,5.26,1016.0,1016.0
belozerskoye,ru,55.77580666810266,55.77580666810266,54.05,51.0,95.0,11.63,1011.0,1011.0
vengerovo,ru,55.732391427751395,55.732391427751395,46.53,83.0,100.0,14.12,1008.0,1008.0
myrtle beach,us,33.51694391321904,33.51694391321904,64.33,82.0,1.0,5.75,1022.0,
huangmei,cn,30.5905878009452,30.5905878009452,73.54,58.0,100.0,5.53,1016.0,1016.0
zamora,ec,-4.017801298466878,-4.017801298466878,66.67,99.0,100.0,1.07,1017.0,1017.0
nizhnyaya poyma,ru,56.219803335566894,56.219803335566894,46.11,76.0,99.0,8.05,1015.0,1015.0
alibag,in,17.923923252706942,17.923923252706942,90.5,58.0,3.0,10.36,1011.0,
sorso,it,40.949830041444784,40.949830041444784,56.16,88.0,75.0,12.66,1007.0,
energeticheskiy,kz,43.933493545270125,43.933493545270125,78.8,27.0,0.0,2.24,1015.0,
svetlogorsk,ru,66.76097120582324,66.76097120582324,41.61,71.0,100.0,7.54,1019.0,1019.0
avinurme,ee,58.96714733360278,58.96714733360278,37.99,71.0,18.0,7.0,1012.0,
ayagoz,kz,48.61173128129576,48.61173128129576,78.44,18.0,27.0,10.36,1015.0,1015.0
cap malheureux,mu,-14.207251066179708,-14.207251066179708,78.01,84.0,100.0,11.01,1017.0,
sao francisco do sul,br,-26.374300811973328,-26.374300811973328,56.03,90.0,97.0,3.15,1016.0,
little current,ca,45.50419898492248,45.50419898492248,45.19,81.0,100.0,6.91,1012.0,
yaan,cn,31.936051633793383,31.936051633793383,80.29,75.0,100.0,8.84,1010.0,1010.0
kodinsk,ru,58.761312254940975,58.761312254940975,44.47,57.0,6.0,7.2,1018.0,1018.0
oussouye,sn,10.911504079308116,10.911504079308116,69.8,83.0,0.0,6.91,1009.0,
pithapuram,in,17.052048309082494,17.052048309082494,91.4,55.0,40.0,6.91,1010.0,
nizhniy mamon,ru,50.207572443760824,50.207572443760824,48.04,47.0,91.0,7.25,1018.0,1018.0
iquitos,pe,-3.6467725098535766,-3.6467725098535766,75.2,94.0,75.0,3.44,1012.0,
kampot,kh,10.460314171848452,10.460314171848452,87.8,74.0,40.0,9.22,1011.0,
kumbo,cm,6.261481586460036,6.261481586460036,64.69,82.0,100.0,1.48,1014.0,1014.0
kindia,gn,10.005329478837197,10.005329478837197,70.61,69.0,71.0,2.95,1011.0,1011.0
golynki,ru,54.90534247231568,54.90534247231568,42.35,69.0,85.0,12.01,1015.0,1015.0
banff,ca,51.39873497056803,51.39873497056803,36.82,45.0,100.0,5.75,1015.0,
pavlodar,kz,52.93785093040387,52.93785093040387,71.6,30.0,40.0,22.37,1008.0,
kanashevo,ru,55.286334199255265,55.286334199255265,53.6,40.0,40.0,17.9,1011.0,
stornoway,gb,57.928287757952006,57.928287757952006,42.06,75.0,20.0,4.61,1019.0,
praxedis guerrero,mx,30.689862935184934,30.689862935184934,64.81,22.0,75.0,12.66,1010.0,
cananea,mx,30.565846439649448,30.565846439649448,41.76,76.0,7.0,1.01,1009.0,
kattivakkam,in,13.003557760309178,13.003557760309178,93.96,43.0,20.0,4.61,1009.0,
chirongui,yt,-14.136542211946804,-14.136542211946804,87.8,70.0,20.0,6.91,1013.0,
qiqihar,cn,47.335002640944424,47.335002640944424,53.53,21.0,100.0,15.73,1001.0,1001.0
koumac,nc,-22.962592349003117,-22.962592349003117,73.4,59.0,3.0,15.61,1014.0,1014.0
gorin,ru,51.37911590291648,51.37911590291648,55.13,61.0,100.0,8.95,1002.0,1002.0
khorixas,na,-19.624874254230207,-19.624874254230207,73.24,37.0,0.0,5.84,1013.0,1013.0
sosnovo-ozerskoye,ru,52.693324589435065,52.693324589435065,30.49,59.0,100.0,8.41,1010.0,1010.0
kuala terengganu,my,6.768830495125229,6.768830495125229,87.4,74.0,20.0,4.61,1011.0,
sheksna,ru,59.088244614242655,59.088244614242655,35.6,93.0,90.0,6.71,1007.0,
maningrida,au,-10.604015282163644,-10.604015282163644,83.43,76.0,94.0,10.98,1010.0,1010.0
shingu,jp,21.759337536250868,21.759337536250868,64.4,88.0,75.0,12.66,1018.0,
shanhetun,cn,44.79315865866781,44.79315865866781,55.54,22.0,78.0,21.09,1004.0,1004.0
dharchula,in,31.069620824864558,31.069620824864558,87.57,17.0,41.0,7.09,1013.0,1013.0
turayf,sa,31.4584149168317,31.4584149168317,69.8,37.0,0.0,6.91,1018.0,
broken hill,au,-27.79650500412508,-27.79650500412508,73.4,25.0,97.0,9.22,1022.0,
tomatlan,mx,17.895193625214844,17.895193625214844,69.69,84.0,96.0,1.72,1011.0,1011.0
doha,kw,29.085331170460393,29.085331170460393,94.23,38.0,0.0,11.5,1009.0,
bakel,sn,14.66134724031538,14.66134724031538,85.24,17.0,4.0,12.55,1006.0,1006.0
milkovo,ru,54.24922726132664,54.24922726132664,36.45,89.0,100.0,11.39,1009.0,1009.0
tugolesskiy bor,ru,55.357120725790196,55.357120725790196,42.58,73.0,75.0,9.86,1012.0,1012.0
yomou,gn,7.7016358236105305,7.7016358236105305,70.02,94.0,100.0,1.1,1010.0,1010.0
natal,br,-3.3587051156122385,-3.3587051156122385,76.14,94.0,40.0,3.44,1009.0,
pyaozerskiy,ru,66.26465423049729,66.26465423049729,31.23,89.0,99.0,1.92,1009.0,1009.0
effingham,us,39.09689901678567,39.09689901678567,60.87,94.0,1.0,3.44,1022.0,
dubrovnik,hr,42.14641191215273,42.14641191215273,57.2,88.0,75.0,16.11,1009.0,
urubicha,bo,-15.467323334713626,-15.467323334713626,64.36,71.0,100.0,2.89,1013.0,1013.0
benghazi,ly,32.5843052011156,32.5843052011156,78.35,27.0,11.0,24.18,1012.0,1012.0
hirara,jp,20.110895809769488,20.110895809769488,78.8,61.0,75.0,9.22,1015.0,
anori,br,-3.4951289708039326,-3.4951289708039326,72.12,99.0,100.0,0.56,1009.0,1009.0
assiniboia,ca,49.23491014677239,49.23491014677239,33.8,51.0,100.0,6.91,1015.0,
mbanza-ngungu,cd,-5.705567369440288,-5.705567369440288,70.74,95.0,100.0,2.84,1011.0,1011.0
heihe,cn,50.09252494433787,50.09252494433787,55.4,44.0,40.0,8.95,997.0,
pechenga,ru,70.02220274772208,70.02220274772208,26.6,68.0,40.0,11.5,1009.0,
sept-iles,ca,50.96236382297772,50.96236382297772,42.06,75.0,100.0,6.91,1008.0,1008.0
kembe,cf,5.087313655804323,5.087313655804323,72.82,90.0,100.0,4.72,1011.0,1011.0
osmena,ph,8.770947637207726,8.770947637207726,83.44,70.0,56.0,10.96,1010.0,1010.0
chimbote,pe,-11.427315357618824,-11.427315357618824,64.98,92.0,100.0,5.19,1014.0,1014.0
pemberton,ca,50.82157615382491,50.82157615382491,51.8,76.0,100.0,4.61,1023.0,
teeli,ru,50.93236154544283,50.93236154544283,62.46,38.0,95.0,12.48,1011.0,1011.0
poum,nc,-16.948390456688486,-16.948390456688486,76.39,56.0,35.0,22.03,1013.0,1013.0
pimenta bueno,br,-10.995521627152698,-10.995521627152698,72.75,84.0,99.0,3.6,1011.0,1011.0
kudahuvadhoo,mv,3.367722483778465,3.367722483778465,83.23,73.0,54.0,6.31,1012.0,1012.0
slobozia-mandra,ro,43.90189465474057,43.90189465474057,50.09,81.0,90.0,4.61,1015.0,
sao miguel do araguaia,br,-12.848916105496158,-12.848916105496158,71.71,80.0,12.0,3.04,1010.0,1010.0
dalton,us,34.76838815954264,34.76838815954264,62.38,94.0,100.0,5.12,1017.0,
maceio,br,-12.581549236460035,-12.581549236460035,75.2,94.0,75.0,2.3,1011.0,
tingi,tz,-11.755910109529907,-11.755910109529907,66.96,89.0,95.0,4.36,1017.0,1017.0
hurghada,eg,27.231488608510247,27.231488608510247,75.2,33.0,0.0,9.22,1013.0,
toamasina,mg,-18.898141889205505,-18.898141889205505,78.8,83.0,75.0,12.66,1017.0,
oum hadjer,td,14.708306282553693,14.708306282553693,91.74,8.0,11.0,17.54,1008.0,1008.0
perevoz,ru,55.73625370936955,55.73625370936955,37.83,97.0,100.0,11.34,1009.0,1009.0
krasnoselkup,ru,63.672982061348534,63.672982061348534,33.46,100.0,100.0,12.28,999.0,999.0
bayir,jo,30.025188617707926,30.025188617707926,58.06,63.0,75.0,6.91,1014.0,
nantucket,us,40.50317299665926,40.50317299665926,48.11,81.0,90.0,4.61,1014.0,
